risk_id,kredit_id,risk_skoru,risk_kateqoriyasi,ayliq_gelir_melumati,ish_tecrubesi_il,teminat_varmi,kredit_teminat_deyeri
2014,2014,569,Orta,1339.37,3,Xeyr,
2015,2015,332,Yüksək,4327.32,30,Bəli,11721.39
2016,2016,812,Aşağı,2308.84,26,Bəli,138279.53
2017,2017,832,Aşağı,1985.72,24,Xeyr,
2018,2018,672,Orta,2123.33,27,Xeyr,
2019,2019,485,Yüksək,3521.08,10,Xeyr,
2020,2020,320,Yüksək,2910.78,29,Bəli,35009.59
2021,2021,624,Orta,3328.37,0,Bəli,6276.25
2022,2022,357,Yüksək,1574.78,8,Xeyr,
2023,2023,490,Yüksək,4331.01,22,Xeyr,
2024,2024,645,Orta,1980.07,9,Bəli,58060.24
2025,2025,370,Yüksək,2854.15,23,Xeyr,
2026,2026,749,Aşağı,3093.46,30,Xeyr,
2027,2027,663,Orta,2300.67,19,Bəli,19103.29
2028,2028,574,Orta,1677.62,29,Bəli,11733.8
2029,2029,403,Yüksək,3414.37,1,Bəli,43996.83
2030,2030,772,Aşağı,4147.47,28,Xeyr,
2031,2031,428,Yüksək,4195.0,27,Bəli,367618.4
2032,2032,530,Orta,3081.42,10,Bəli,24943.63
2033,2033,463,Yüksək,4685.77,16,Xeyr,
2034,2034,370,Yüksək,807.81,2,Bəli,230070.78
2035,2035,814,Aşağı,2171.55,7,Bəli,39415.46
2036,2036,360,Yüksək,4623.83,18,Xeyr,
2037,2037,762,Aşağı,3917.65,7,Bəli,86669.99
2038,2038,374,Yüksək,3305.27,18,Xeyr,
2039,2039,715,Aşağı,2793.57,17,Bəli,22188.67
2040,2040,696,Orta,4257.64,11,Xeyr,
2041,2041,335,Yüksək,1218.05,17,Bəli,65713.04
2042,2042,429,Yüksək,2978.33,25,Xeyr,
2043,2043,305,Yüksək,4276.29,2,Xeyr,
2044,2044,382,Yüksək,1847.24,2,Xeyr,
2045,2045,752,Aşağı,1745.8,21,Bəli,58729.15
2046,2046,836,Aşağı,3137.2,2,Xeyr,
2047,2047,626,Orta,435.05,24,Xeyr,
2048,2048,385,Yüksək,2366.68,6,Xeyr,
2049,2049,608,Orta,2825.94,27,Bəli,33768.79
2050,2050,794,Aşağı,987.15,3,Bəli,2715.33
2051,2051,806,Aşağı,1700.55,6,Xeyr,
2052,2052,765,Aşağı,1793.32,20,Xeyr,
2053,2053,468,Yüksək,4354.39,11,Bəli,5996.26
2054,2054,347,Yüksək,3944.79,16,Bəli,63325.36
2055,2055,740,Aşağı,539.89,2,Xeyr,
2056,2056,599,Orta,1027.59,9,Xeyr,
2057,2057,800,Aşağı,3053.55,28,Xeyr,
2058,2058,767,Aşağı,1633.48,15,Bəli,38328.24
2059,2059,519,Orta,1167.19,2,Bəli,144353.83
2060,2060,699,Orta,3349.74,15,Bəli,29533.4
2061,2061,754,Aşağı,3728.91,20,Bəli,26256.49
2062,2062,739,Aşağı,3446.05,0,Bəli,4736.07
2063,2063,486,Yüksək,4877.58,25,Bəli,29638.6
2064,2064,630,Orta,1786.7,19,Bəli,28130.5
2065,2065,532,Orta,4136.93,15,Bəli,392511.95
2066,2066,455,Yüksək,975.57,23,Bəli,45844.77
2067,2067,424,Yüksək,3611.0,7,Bəli,169024.2
2068,2068,571,Orta,2027.84,15,Xeyr,
2069,2069,831,Aşağı,4336.35,10,Bəli,48257.73
2070,2070,356,Yüksək,3159.99,3,Xeyr,
2071,2071,481,Yüksək,2837.43,23,Xeyr,
2072,2072,598,Orta,4154.63,27,Bəli,63230.5
2073,2073,767,Aşağı,3855.64,19,Xeyr,
2074,2074,716,Aşağı,4435.78,9,Bəli,51642.64
2075,2075,490,Yüksək,4604.75,14,Bəli,225574.54
2076,2076,826,Aşağı,4000.13,30,Xeyr,
2077,2077,429,Yüksək,2934.73,15,Xeyr,
2078,2078,788,Aşağı,4000.94,9,Xeyr,
2079,2079,636,Orta,1800.97,23,Xeyr,
2080,2080,750,Aşağı,3919.17,4,Bəli,30557.85
2081,2081,735,Aşağı,4405.75,11,Bəli,172666.3
2082,2082,370,Yüksək,1111.38,27,Xeyr,
2083,2083,538,Orta,3485.86,2,Bəli,24921.17
2084,2084,685,Orta,2125.97,1,Xeyr,
2085,2085,683,Orta,4901.45,17,Xeyr,
2086,2086,304,Yüksək,1875.56,24,Xeyr,
2087,2087,632,Orta,4362.9,28,Xeyr,
2088,2088,613,Orta,1469.3,4,Xeyr,
2089,2089,662,Orta,4452.71,7,Xeyr,
2090,2090,690,Orta,4195.33,9,Xeyr,
2091,2091,634,Orta,1838.85,7,Bəli,108585.01
2092,2092,570,Orta,3353.09,3,Bəli,1976.22
2093,2093,591,Orta,1936.92,2,Xeyr,
2094,2094,845,Aşağı,1006.37,8,Xeyr,
2095,2095,805,Aşağı,723.2,29,Bəli,12432.06
2096,2096,758,Aşağı,2907.55,12,Xeyr,
2097,2097,544,Orta,2042.25,12,Bəli,3426.97
2098,2098,833,Aşağı,671.26,9,Xeyr,
2099,2099,726,Aşağı,3508.15,2,Bəli,9032.52
2100,2100,820,Aşağı,1261.84,20,Xeyr,
2101,2101,450,Yüksək,4944.75,6,Bəli,30871.49
2102,2102,634,Orta,2941.15,13,Xeyr,
2103,2103,728,Aşağı,4524.28,29,Xeyr,
2104,2104,375,Yüksək,976.28,24,Xeyr,
2105,2105,552,Orta,4824.32,14,Xeyr,
2106,2106,417,Yüksək,1925.82,21,Bəli,217055.68
2107,2107,701,Aşağı,784.26,28,Bəli,80933.72
2108,2108,396,Yüksək,1912.57,14,Bəli,97390.64
2109,2109,541,Orta,2445.57,24,Bəli,5474.35
2110,2110,384,Yüksək,3567.59,27,Xeyr,
2111,2111,357,Yüksək,2916.14,1,Bəli,7691.18
2112,2112,546,Orta,2164.36,12,Bəli,23445.78
2113,2113,617,Orta,3920.06,3,Bəli,10514.53
2114,2114,591,Orta,3058.21,4,Xeyr,
2115,2115,570,Orta,2314.02,14,Xeyr,
2116,2116,489,Yüksək,3940.45,7,Xeyr,
2117,2117,830,Aşağı,866.64,11,Bəli,235295.78
2118,2118,563,Orta,1223.65,3,Bəli,346253.73
2119,2119,341,Yüksək,2030.73,12,Bəli,11343.34
2120,2120,329,Yüksək,4764.01,5,Bəli,30135.87
2121,2121,442,Yüksək,3902.37,10,Bəli,59552.85
2122,2122,819,Aşağı,3465.19,9,Bəli,41913.46
2123,2123,696,Orta,3334.45,28,Bəli,27245.68
2124,2124,352,Yüksək,4842.84,17,Xeyr,
2125,2125,788,Aşağı,4373.34,4,Xeyr,
2126,2126,454,Yüksək,3987.49,17,Xeyr,
2127,2127,750,Aşağı,4558.25,13,Bəli,45597.49
2128,2128,794,Aşağı,872.97,16,Xeyr,
2129,2129,361,Yüksək,4840.31,16,Xeyr,
2130,2130,731,Aşağı,4243.08,21,Xeyr,
2131,2131,411,Yüksək,2932.48,26,Xeyr,
2132,2132,316,Yüksək,2369.64,7,Bəli,17254.43
2133,2133,707,Aşağı,622.32,27,Bəli,16414.17
2134,2134,803,Aşağı,1243.43,21,Xeyr,
2135,2135,588,Orta,3504.02,2,Bəli,60813.31
2136,2136,587,Orta,4820.21,8,Xeyr,
2137,2137,713,Aşağı,1475.43,29,Xeyr,
2138,2138,606,Orta,2056.88,3,Bəli,47696.67
2139,2139,544,Orta,3957.43,11,Bəli,32988.73
2140,2140,648,Orta,1851.2,29,Xeyr,
2141,2141,377,Yüksək,3001.85,4,Xeyr,
2142,2142,656,Orta,2260.43,11,Xeyr,
2143,2143,607,Orta,1107.4,28,Xeyr,
2144,2144,769,Aşağı,2394.68,11,Xeyr,
2145,2145,592,Orta,3639.28,10,Xeyr,
2146,2146,484,Yüksək,2458.29,30,Bəli,15072.02
2147,2147,497,Yüksək,1763.38,26,Bəli,25895.45
2148,2148,507,Orta,4320.91,23,Xeyr,
2149,2149,432,Yüksək,4234.11,8,Xeyr,
2150,2150,518,Orta,1373.27,12,Xeyr,
2151,2151,444,Yüksək,1025.56,23,Xeyr,
2152,2152,696,Orta,1515.51,14,Xeyr,
2153,2153,425,Yüksək,2229.36,5,Xeyr,
2154,2154,592,Orta,2487.63,13,Xeyr,
2155,2155,670,Orta,2117.49,27,Xeyr,
2156,2156,411,Yüksək,2781.87,13,Bəli,84319.54
2157,2157,716,Aşağı,4743.87,1,Xeyr,
2158,2158,840,Aşağı,1247.75,26,Xeyr,
2159,2159,490,Yüksək,733.42,30,Xeyr,
2160,2160,429,Yüksək,503.83,4,Bəli,8276.36
2161,2161,446,Yüksək,2189.84,17,Xeyr,
2162,2162,596,Orta,2740.9,18,Bəli,260777.82
2163,2163,623,Orta,755.46,25,Bəli,26100.65
2164,2164,473,Yüksək,3029.1,17,Bəli,25407.06
2165,2165,654,Orta,4480.31,27,Xeyr,
2166,2166,576,Orta,2048.6,20,Xeyr,
2167,2167,497,Yüksək,2051.18,4,Xeyr,
2168,2168,580,Orta,653.48,27,Bəli,90130.92
2169,2169,325,Yüksək,3886.97,18,Bəli,44999.6
2170,2170,432,Yüksək,4730.78,23,Bəli,14319.12
2171,2171,829,Aşağı,1340.63,7,Bəli,113349.72
2172,2172,451,Yüksək,3957.98,11,Xeyr,
2173,2173,414,Yüksək,1613.46,13,Bəli,272800.47
2174,2174,460,Yüksək,4558.66,2,Xeyr,
2175,2175,797,Aşağı,1027.19,20,Xeyr,
2176,2176,725,Aşağı,2652.22,8,Xeyr,
2177,2177,593,Orta,2741.1,16,Bəli,18326.11
2178,2178,591,Orta,2999.74,27,Xeyr,
2179,2179,542,Orta,555.78,1,Bəli,32018.47
2180,2180,546,Orta,784.25,14,Bəli,2731.94
2181,2181,652,Orta,1617.67,6,Bəli,17762.52
2182,2182,505,Orta,3898.93,0,Bəli,50643.91
2183,2183,584,Orta,4640.72,20,Xeyr,
2184,2184,559,Orta,1539.36,24,Xeyr,
2185,2185,524,Orta,876.3,24,Xeyr,
2186,2186,410,Yüksək,3188.32,23,Xeyr,
2187,2187,813,Aşağı,1451.05,30,Bəli,43135.55
2188,2188,401,Yüksək,1748.62,14,Xeyr,
2189,2189,662,Orta,1320.66,15,Xeyr,
2190,2190,637,Orta,4856.01,18,Xeyr,
2191,2191,574,Orta,4700.5,9,Xeyr,
2192,2192,528,Orta,3362.11,10,Xeyr,
2193,2193,490,Yüksək,3915.61,27,Bəli,15146.01
2194,2194,516,Orta,830.16,11,Bəli,25387.47
2195,2195,506,Orta,4178.49,10,Bəli,53722.66
2196,2196,424,Yüksək,3982.87,2,Xeyr,
2197,2197,433,Yüksək,2161.38,28,Bəli,160453.86
2198,2198,797,Aşağı,1006.88,9,Bəli,70512.3
2199,2199,329,Yüksək,1974.59,14,Xeyr,
2200,2200,553,Orta,1850.36,13,Xeyr,
2201,2201,793,Aşağı,3847.01,28,Bəli,58723.01
2202,2202,845,Aşağı,3096.33,2,Bəli,398434.38
2203,2203,429,Yüksək,2134.91,25,Bəli,13888.51
2204,2204,814,Aşağı,3385.71,21,Bəli,23920.27
2205,2205,689,Orta,2053.29,25,Xeyr,
2206,2206,800,Aşağı,4506.17,23,Xeyr,
2207,2207,565,Orta,1777.41,5,Xeyr,
2208,2208,715,Aşağı,795.38,30,Bəli,73916.6
2209,2209,791,Aşağı,4405.37,24,Xeyr,
2210,2210,682,Orta,3757.28,2,Bəli,2636.63
2211,2211,801,Aşağı,4667.63,28,Bəli,41374.02
2212,2212,474,Yüksək,879.08,4,Xeyr,
2213,2213,832,Aşağı,3232.42,12,Bəli,46053.63
2214,2214,629,Orta,2691.73,19,Xeyr,
2215,2215,628,Orta,2070.22,20,Bəli,102889.83
2216,2216,543,Orta,3600.89,13,Xeyr,
2217,2217,833,Aşağı,3667.17,8,Bəli,25042.49
2218,2218,350,Yüksək,2845.9,19,Bəli,34023.29
2219,2219,821,Aşağı,3231.08,27,Bəli,13406.08
2220,2220,842,Aşağı,4471.04,19,Bəli,12993.33
2221,2221,812,Aşağı,2101.05,20,Xeyr,
2222,2222,410,Yüksək,4370.92,24,Bəli,57874.7
2223,2223,596,Orta,4695.74,2,Bəli,30437.11
2224,2224,666,Orta,1432.7,19,Xeyr,
2225,2225,489,Yüksək,2707.46,9,Xeyr,
2226,2226,749,Aşağı,2336.28,20,Bəli,245476.73
2227,2227,592,Orta,3001.15,8,Bəli,82928.51
2228,2228,390,Yüksək,2237.51,8,Xeyr,
2229,2229,841,Aşağı,698.72,3,Bəli,193314.68
2230,2230,562,Orta,2109.15,10,Xeyr,
2231,2231,626,Orta,1356.9,15,Xeyr,
2232,2232,502,Orta,3780.94,26,Xeyr,
2233,2233,752,Aşağı,3371.61,18,Bəli,4470.7
2234,2234,506,Orta,3951.0,4,Xeyr,
2235,2235,664,Orta,2442.96,15,Bəli,259264.43
2236,2236,613,Orta,1762.5,21,Bəli,16221.42
2237,2237,713,Aşağı,1998.54,1,Xeyr,
2238,2238,537,Orta,3572.09,22,Bəli,15427.96
2239,2239,439,Yüksək,2740.61,24,Bəli,2809.36
2240,2240,553,Orta,648.6,3,Xeyr,
2241,2241,385,Yüksək,3631.25,30,Bəli,25644.86
2242,2242,800,Aşağı,998.0,18,Xeyr,
2243,2243,381,Yüksək,2448.74,24,Bəli,52037.52
2244,2244,617,Orta,1991.42,25,Xeyr,
2245,2245,463,Yüksək,3599.22,24,Bəli,12867.0
2246,2246,743,Aşağı,4625.21,21,Bəli,87017.55
2247,2247,818,Aşağı,1859.21,1,Xeyr,
2248,2248,681,Orta,4655.46,16,Bəli,498.92
2249,2249,844,Aşağı,4902.28,9,Xeyr,
2250,2250,720,Aşağı,1663.57,22,Bəli,221774.5
2251,2251,825,Aşağı,1173.09,29,Xeyr,
2252,2252,304,Yüksək,3427.05,10,Bəli,42381.43
2253,2253,614,Orta,679.42,11,Xeyr,
2254,2254,539,Orta,3953.22,1,Bəli,203902.76
2255,2255,437,Yüksək,964.11,5,Xeyr,
2256,2256,370,Yüksək,4884.62,4,Bəli,67958.64
2257,2257,757,Aşağı,1380.41,24,Bəli,38735.43
2258,2258,644,Orta,2091.09,6,Bəli,197022.24
2259,2259,788,Aşağı,4749.54,16,Bəli,79376.53
2260,2260,822,Aşağı,4181.46,22,Bəli,18850.98
2261,2261,600,Orta,4186.79,23,Xeyr,
2262,2262,546,Orta,1720.15,26,Bəli,38462.38
2263,2263,412,Yüksək,3126.36,7,Bəli,57115.58
2264,2264,409,Yüksək,3218.53,15,Bəli,259678.49
2265,2265,750,Aşağı,656.39,12,Bəli,265910.74
2266,2266,813,Aşağı,3552.18,27,Xeyr,
2267,2267,490,Yüksək,2991.07,0,Bəli,46443.52
2268,2268,646,Orta,1727.86,17,Bəli,40338.7
2269,2269,604,Orta,3136.5,25,Bəli,18452.16
2270,2270,346,Yüksək,1897.66,5,Xeyr,
2271,2271,410,Yüksək,615.75,22,Bəli,26881.58
2272,2272,309,Yüksək,2159.93,11,Xeyr,
2273,2273,372,Yüksək,3672.32,1,Bəli,2843.67
2274,2274,485,Yüksək,3659.12,24,Bəli,181999.75
2275,2275,820,Aşağı,3841.49,30,Xeyr,
2276,2276,770,Aşağı,3149.02,8,Bəli,224959.18
2277,2277,605,Orta,3935.31,2,Bəli,17239.24
2278,2278,390,Yüksək,3405.78,7,Bəli,12864.09
2279,2279,678,Orta,560.71,11,Bəli,43794.01
2280,2280,766,Aşağı,1074.86,18,Xeyr,
2281,2281,602,Orta,4781.92,12,Bəli,51241.77
2282,2282,845,Aşağı,1500.05,13,Bəli,352540.65
2283,2283,316,Yüksək,2589.13,12,Bəli,11609.38
2284,2284,763,Aşağı,1486.51,1,Xeyr,
2285,2285,479,Yüksək,3553.12,30,Bəli,10715.91
2286,2286,681,Orta,4795.71,14,Bəli,44601.72
2287,2287,579,Orta,2972.89,2,Xeyr,
2288,2288,359,Yüksək,2025.61,26,Xeyr,
2289,2289,529,Orta,2047.99,5,Xeyr,
2290,2290,623,Orta,3554.66,28,Bəli,34331.61
2291,2291,528,Orta,1343.09,23,Xeyr,
2292,2292,413,Yüksək,1816.4,16,Xeyr,
2293,2293,482,Yüksək,670.55,29,Bəli,40855.1
2294,2294,840,Aşağı,844.87,4,Xeyr,
2295,2295,834,Aşağı,3178.96,28,Bəli,20299.18
2296,2296,785,Aşağı,2232.66,1,Xeyr,
2297,2297,715,Aşağı,2572.87,3,Xeyr,
2298,2298,512,Orta,1601.34,23,Bəli,298701.09
2299,2299,524,Orta,1850.01,1,Xeyr,
2300,2300,607,Orta,1950.46,5,Xeyr,
2301,2301,616,Orta,2067.29,25,Bəli,80760.95
2302,2302,419,Yüksək,3260.93,10,Xeyr,
2303,2303,413,Yüksək,4197.69,20,Bəli,46077.9
2304,2304,606,Orta,1131.07,1,Bəli,10240.63
2305,2305,440,Yüksək,1989.57,9,Bəli,20613.75
2306,2306,455,Yüksək,3736.96,12,Xeyr,
2307,2307,795,Aşağı,760.82,7,Xeyr,
2308,2308,357,Yüksək,4368.65,2,Xeyr,
2309,2309,586,Orta,2435.11,22,Xeyr,
2310,2310,424,Yüksək,2209.52,6,Xeyr,
2311,2311,804,Aşağı,1677.34,18,Xeyr,
2312,2312,718,Aşağı,3322.7,14,Bəli,69849.4
2313,2313,459,Yüksək,3544.25,10,Bəli,51207.31
2314,2314,429,Yüksək,879.43,16,Xeyr,
2315,2315,544,Orta,1808.03,2,Bəli,22904.52
2316,2316,433,Yüksək,434.42,5,Bəli,93280.55
2317,2317,538,Orta,2770.4,5,Xeyr,
2318,2318,358,Yüksək,1749.55,5,Bəli,44237.4
2319,2319,705,Aşağı,3232.14,28,Bəli,3628.8
2320,2320,353,Yüksək,3246.19,29,Bəli,12120.28
2321,2321,608,Orta,4970.69,11,Bəli,70730.81
2322,2322,714,Aşağı,2487.14,24,Xeyr,
2323,2323,849,Aşağı,1242.26,17,Xeyr,
2324,2324,661,Orta,2959.03,25,Xeyr,
2325,2325,393,Yüksək,2025.96,13,Xeyr,
2326,2326,673,Orta,2636.92,24,Xeyr,
2327,2327,754,Aşağı,3562.01,9,Xeyr,
2328,2328,729,Aşağı,3961.82,12,Xeyr,
2329,2329,526,Orta,1165.82,30,Bəli,226740.69
2330,2330,487,Yüksək,3029.28,15,Xeyr,
2331,2331,511,Orta,2247.68,15,Bəli,22822.01
2332,2332,699,Orta,3225.76,12,Bəli,27937.81
2333,2333,535,Orta,1920.14,13,Bəli,23038.08
2334,2334,820,Aşağı,684.61,4,Xeyr,
2335,2335,662,Orta,2383.37,11,Bəli,189055.26
2336,2336,387,Yüksək,4371.5,29,Xeyr,
2337,2337,571,Orta,3439.21,27,Bəli,47130.88
2338,2338,612,Orta,2839.13,14,Bəli,44965.69
2339,2339,495,Yüksək,2142.26,29,Bəli,24115.84
2340,2340,635,Orta,706.29,13,Xeyr,
2341,2341,419,Yüksək,4109.08,22,Xeyr,
2342,2342,479,Yüksək,1209.74,21,Bəli,10441.56
2343,2343,740,Aşağı,2257.29,30,Xeyr,
2344,2344,600,Orta,1838.24,16,Bəli,22962.6
2345,2345,647,Orta,942.64,26,Bəli,23879.18
2346,2346,645,Orta,4141.31,28,Xeyr,
2347,2347,425,Yüksək,4775.5,2,Bəli,71539.62
2348,2348,524,Orta,2651.18,10,Xeyr,
2349,2349,337,Yüksək,3982.33,7,Xeyr,
2350,2350,443,Yüksək,2478.56,5,Bəli,99796.09
2351,2351,327,Yüksək,1737.37,16,Xeyr,
2352,2352,365,Yüksək,4290.45,1,Bəli,23992.61
2353,2353,492,Yüksək,4163.01,28,Xeyr,
2354,2354,351,Yüksək,2004.77,15,Bəli,36075.23
2355,2355,415,Yüksək,4824.41,27,Bəli,187926.43
2356,2356,454,Yüksək,4046.82,16,Xeyr,
2357,2357,737,Aşağı,864.3,6,Bəli,248027.4
2358,2358,337,Yüksək,4723.7,0,Bəli,26019.48
2359,2359,556,Orta,3216.28,6,Bəli,224345.14
2360,2360,465,Yüksək,4708.76,13,Bəli,10166.36
2361,2361,514,Orta,1029.94,3,Xeyr,
2362,2362,511,Orta,3600.36,18,Xeyr,
2363,2363,639,Orta,2375.86,21,Bəli,34523.34
2364,2364,346,Yüksək,3079.04,12,Xeyr,
2365,2365,745,Aşağı,4862.89,27,Bəli,339351.38
2366,2366,435,Yüksək,2778.96,1,Bəli,17389.26
2367,2367,654,Orta,1685.82,26,Xeyr,
2368,2368,480,Yüksək,4856.35,19,Xeyr,
2369,2369,371,Yüksək,3077.85,7,Bəli,15382.14
2370,2370,522,Orta,3196.24,14,Xeyr,
2371,2371,820,Aşağı,3172.43,12,Xeyr,
2372,2372,586,Orta,3634.86,27,Bəli,280147.67
2373,2373,370,Yüksək,2739.64,18,Bəli,4776.92
2374,2374,767,Aşağı,2738.3,17,Xeyr,
2375,2375,718,Aşağı,1644.47,17,Bəli,11365.37
2376,2376,617,Orta,1451.37,7,Xeyr,
2377,2377,335,Yüksək,2228.76,8,Xeyr,
2378,2378,323,Yüksək,2171.04,15,Xeyr,
2379,2379,680,Orta,2189.19,7,Xeyr,
2380,2380,674,Orta,1219.45,28,Bəli,121971.32
2381,2381,744,Aşağı,1450.69,11,Xeyr,
2382,2382,704,Aşağı,1012.85,16,Xeyr,
2383,2383,792,Aşağı,1986.91,20,Bəli,46378.79
2384,2384,824,Aşağı,1134.21,22,Xeyr,
2385,2385,423,Yüksək,966.21,4,Xeyr,
2386,2386,646,Orta,1720.19,12,Bəli,49500.49
2387,2387,769,Aşağı,1274.44,12,Xeyr,
2388,2388,438,Yüksək,585.4,6,Bəli,61244.07
2389,2389,359,Yüksək,3901.48,0,Bəli,53821.95
2390,2390,404,Yüksək,1398.11,23,Bəli,23822.7
2391,2391,345,Yüksək,2544.19,5,Bəli,12447.18
2392,2392,791,Aşağı,4881.38,13,Bəli,44690.79
2393,2393,686,Orta,3552.64,6,Bəli,68675.72
2394,2394,598,Orta,4976.44,7,Bəli,30889.62
2395,2395,849,Aşağı,944.92,15,Xeyr,
2396,2396,609,Orta,3519.62,24,Xeyr,
2397,2397,454,Yüksək,4814.97,6,Xeyr,
2398,2398,570,Orta,2115.59,10,Xeyr,
2399,2399,734,Aşağı,1496.28,1,Xeyr,
2400,2400,618,Orta,2763.49,27,Bəli,138918.6
2401,2401,540,Orta,3794.01,0,Bəli,116225.35
2402,2402,711,Aşağı,1997.92,17,Bəli,8736.16
2403,2403,530,Orta,2038.54,13,Bəli,30538.68
2404,2404,349,Yüksək,2059.35,9,Bəli,60106.73
2405,2405,580,Orta,3359.65,21,Xeyr,
2406,2406,426,Yüksək,1549.1,19,Xeyr,
2407,2407,376,Yüksək,3044.05,21,Xeyr,
2408,2408,480,Yüksək,2384.81,10,Bəli,42168.21
2409,2409,319,Yüksək,3833.98,16,Xeyr,
2410,2410,842,Aşağı,2127.65,30,Bəli,79376.52
2411,2411,580,Orta,2354.91,6,Bəli,307113.73
2412,2412,546,Orta,2634.63,13,Xeyr,
2413,2413,344,Yüksək,1627.6,15,Xeyr,
2414,2414,394,Yüksək,1687.71,7,Bəli,55189.62
2415,2415,424,Yüksək,3962.92,30,Bəli,33990.77
2416,2416,655,Orta,420.94,21,Xeyr,
2417,2417,624,Orta,505.51,17,Bəli,13483.8
2418,2418,343,Yüksək,2702.64,28,Bəli,21714.92
2419,2419,522,Orta,495.55,4,Xeyr,
2420,2420,791,Aşağı,2857.34,7,Xeyr,
2421,2421,763,Aşağı,4222.03,27,Xeyr,
2422,2422,485,Yüksək,2607.98,19,Bəli,22749.57
2423,2423,653,Orta,1849.33,1,Xeyr,
2424,2424,689,Orta,2316.35,8,Xeyr,
2425,2425,466,Yüksək,3455.06,11,Xeyr,
2426,2426,521,Orta,2608.76,14,Xeyr,
2427,2427,300,Yüksək,583.22,10,Bəli,41509.06
2428,2428,623,Orta,4787.67,29,Bəli,16394.64
2429,2429,641,Orta,2613.21,11,Bəli,19599.75
2430,2430,841,Aşağı,992.78,2,Xeyr,
2431,2431,776,Aşağı,3235.47,5,Xeyr,
2432,2432,660,Orta,2272.65,19,Xeyr,
2433,2433,457,Yüksək,1243.87,7,Xeyr,
2434,2434,608,Orta,1232.53,24,Bəli,133033.03
2435,2435,848,Aşağı,899.28,10,Xeyr,
2436,2436,514,Orta,4362.96,4,Xeyr,
2437,2437,755,Aşağı,2332.08,21,Xeyr,
2438,2438,747,Aşağı,1752.16,11,Bəli,31302.8
2439,2439,578,Orta,959.71,25,Bəli,34930.51
2440,2440,598,Orta,1467.6,14,Bəli,62957.01
2441,2441,540,Orta,2582.12,28,Bəli,36554.17
2442,2442,304,Yüksək,4820.31,1,Bəli,225022.96
2443,2443,681,Orta,1002.24,5,Bəli,50629.17
2444,2444,611,Orta,3910.2,10,Xeyr,
2445,2445,781,Aşağı,3655.22,26,Xeyr,
2446,2446,733,Aşağı,949.58,2,Bəli,44345.4
2447,2447,350,Yüksək,3109.54,6,Bəli,43888.54
2448,2448,339,Yüksək,2431.2,6,Xeyr,
2449,2449,414,Yüksək,2349.15,28,Bəli,237076.47
2450,2450,740,Aşağı,1983.6,22,Bəli,42107.1
2451,2451,749,Aşağı,3434.63,29,Bəli,10832.13
2452,2452,526,Orta,4481.6,14,Xeyr,
2453,2453,781,Aşağı,652.3,3,Bəli,12794.75
2454,2454,674,Orta,3186.38,29,Xeyr,
2455,2455,347,Yüksək,2148.3,5,Xeyr,
2456,2456,722,Aşağı,2463.63,11,Bəli,16757.71
2457,2457,675,Orta,2989.32,4,Bəli,12412.19
2458,2458,436,Yüksək,3169.88,8,Bəli,230466.22
2459,2459,819,Aşağı,4451.8,30,Bəli,189531.83
2460,2460,395,Yüksək,4155.23,1,Bəli,38434.68
2461,2461,499,Yüksək,2504.81,11,Xeyr,
2462,2462,387,Yüksək,1824.77,22,Bəli,28422.13
2463,2463,747,Aşağı,3311.56,8,Xeyr,
2464,2464,812,Aşağı,2276.2,3,Xeyr,
2465,2465,750,Aşağı,4339.59,20,Xeyr,
2466,2466,304,Yüksək,467.77,0,Xeyr,
2467,2467,643,Orta,2257.1,4,Bəli,161228.05
2468,2468,370,Yüksək,4478.91,22,Bəli,193142.67
2469,2469,528,Orta,3325.06,16,Bəli,13359.27
2470,2470,750,Aşağı,2777.36,22,Bəli,31853.0
2471,2471,581,Orta,3744.25,4,Xeyr,
2472,2472,358,Yüksək,4469.28,19,Xeyr,
2473,2473,414,Yüksək,3929.24,25,Bəli,129409.2
2474,2474,788,Aşağı,1241.1,20,Xeyr,
2475,2475,666,Orta,3521.39,1,Xeyr,
2476,2476,449,Yüksək,2352.57,3,Xeyr,
2477,2477,474,Yüksək,4383.36,24,Xeyr,
2478,2478,753,Aşağı,3415.94,4,Bəli,6744.09
2479,2479,791,Aşağı,3560.59,22,Xeyr,
2480,2480,797,Aşağı,536.91,6,Bəli,65699.49
2481,2481,420,Yüksək,2730.67,21,Xeyr,
2482,2482,562,Orta,2701.84,5,Bəli,21624.62
2483,2483,673,Orta,1702.14,21,Bəli,19225.44
2484,2484,505,Orta,4065.42,14,Bəli,37620.88
2485,2485,469,Yüksək,3871.84,23,Bəli,74003.01
2486,2486,394,Yüksək,750.69,27,Xeyr,
2487,2487,337,Yüksək,1487.83,20,Bəli,114081.03
2488,2488,691,Orta,4698.05,28,Bəli,65240.25
2489,2489,385,Yüksək,586.43,4,Xeyr,
2490,2490,755,Aşağı,1636.2,29,Bəli,22830.59
2491,2491,401,Yüksək,4069.82,5,Bəli,152468.94
2492,2492,515,Orta,4860.15,3,Bəli,22959.79
2493,2493,599,Orta,3984.76,26,Xeyr,
2494,2494,342,Yüksək,1781.58,9,Bəli,19230.33
2495,2495,487,Yüksək,3945.32,1,Bəli,132086.15
2496,2496,650,Orta,3587.38,27,Bəli,49474.54
2497,2497,704,Aşağı,4743.06,21,Xeyr,
2498,2498,440,Yüksək,1596.9,16,Bəli,43042.81
